pathway,T1_D1_DP1,T2_D2_DP2,CA_DP2,T2_D0_DP1,T4_D1_DP2,T1_D1_DP3,T1_D3_DP2,T2_D3_DP2,CC_DP2,T2_D3_DP3,T2_D2_DP1,T1_D2_DP1,T4_D0_DP1,T4_D1_DP3,T3_D0_DP1,T2_D3_DP1,T1_D0_DP1,CC_DP1,T5_D3_DP3,CC_DP3,T2_D1_DP2,CB_DP3,T1_D2_DP2,CA_DP1,T4_D3_DP1,T5_D2_DP3,T3_D2_DP2,T5_D2_DP2,T5_D3_DP2,T3_D3_DP1,T4_D3_DP3,T2_D1_DP3,T4_D1_DP1,T1_D2_DP3,T4_D2_DP1,CA_DP3,T5_D2_DP1,T5_D1_DP3,CB_DP1,T3_D2_DP3,T5_D0_DP1,T3_D3_DP3,T3_D3_DP2,T3_D1_DP2,T1_D3_DP1,CB_DP2,T3_D2_DP1,T5_D1_DP1,T4_D3_DP2,T3_D1_DP3,T4_D2_DP3,T3_D1_DP1,T4_D2_DP2,T5_D3_DP1,T5_D1_DP2,T1_D3_DP3,T2_D1_DP1,T2_D2_DP3,T1_D1_DP2
FASYN-INITIAL-PWY,11017.49696,70913.98952,44668.89041,83759.40537,68350.04382,2416.213041,46528.98515,78104.92341,73093.81325,71533.81002,46731.74358,1792.093351,77667.21373,93770.0002,69181.78455,71409.33721,18358.55272,113003.8642,117226.4019,92436.61802,102972.2753,87044.96118,4771.233675,131580.9828,72261.23847,101258.6648,109519.1353,79073.17363,71863.27454,59868.64316,98342.26777,113552.892,69375.84875,15514.33418,65144.30746,111550.3037,61004.21271,70198.72241,74832.72984,113913.1154,117254.9615,93347.55922,128328.3044,78638.32499,122320.0822,56523.1093,25884.34446,76945.69199,114272.5024,115975.4731,78490.71,92130.0438,87570.17507,69595.27878,85425.82266,116731.8976,8545.904498,82872.48711,51237.63673
FERMENTATION-PWY,5019.490914,13613.38259,9586.113331,47835.67889,21050.21114,3068.517087,9306.092048,14750.93835,17116.26505,27341.48205,13997.18978,914.4006733,38136.57179,20609.85277,39462.56406,21680.41275,13426.37395,63937.79577,27736.34397,27525.25349,22345.8346,25416.07305,5967.978763,40601.69531,37789.68123,25210.81357,21048.56364,17262.12835,12910.98874,31631.5185,22263.25214,43482.53432,35541.48072,18985.30014,33923.50378,29565.90204,32703.24938,17755.76387,27195.92548,26955.4261,63909.92102,21732.66626,39035.84221,18482.24025,47373.70565,12882.66506,14859.12036,36053.79379,26943.61563,26523.08302,19305.26479,43405.94802,20421.01921,36970.1976,15085.93734,30645.8908,5902.807299,26536.23173,39630.67718
FOLSYN-PWY,10132.26765,55111.87761,37621.22551,98900.11219,57228.86593,3899.904374,36357.00797,59702.35435,59362.29129,62903.95911,43214.68833,1691.285496,92065.10577,65915.67942,78244.84502,66161.999,25839.60031,135007.0256,87711.87765,75720.98245,77920.34442,66406.89972,11141.06716,128509.0658,85357.02638,79569.18182,79244.97978,59858.11435,55295.63278,71467.85257,68284.8774,96573.60301,80306.96645,24399.14012,75681.67232,85616.9776,70829.48517,54882.7062,72664.21171,83960.72639,134244.7008,70229.89811,113963.1514,59382.9053,129487.0049,46629.29417,31461.41277,83199.02645,86391.92415,82136.35313,62126.83649,103771.1558,70239.18428,76269.19026,64010.25293,90336.83978,10151.01063,75386.2785,36878.3047
FUC-RHAMCAT-PWY,176.1139646,42.72519499,31.76586678,129.1876346,16.50044847,0,22.8554865,30.74945417,69.56082075,160.2473997,0,0,34.09472977,7.274279185,127.1703615,20.05544082,200.3375733,179.2345967,25.62413601,29.43529699,23.53964088,16.31051289,54.62223903,0,11.58189951,23.77257582,31.09242427,30.43809514,31.63085265,99.78380133,7.925925549,139.8327361,25.19489933,252.8568682,116.588771,0,17.44142032,0,7.473654937,18.87270746,98.6740145,22.46561465,52.65414938,34.56235803,27.33748626,51.90217183,105.7628592,8.705066125,31.99712966,14.93060913,62.30957642,0,32.0033678,31.67271864,48.88754833,20.01124891,0,77.88388315,188.865838
FUCCAT-PWY,329.8890711,103.8952735,135.4972142,742.2679863,119.2783964,59.32474891,60.97056511,98.83767071,117.4468651,586.3193649,7.984831252,122.8079892,101.5539029,27.17993946,134.421885,17.95353141,282.5431631,873.746257,96.83991,115.4675007,89.97872869,165.3794991,177.3215468,291.1157045,97.95733099,124.8752753,140.0666986,125.8085884,103.1518312,202.998221,42.85999275,1258.047211,107.0281827,1449.260238,402.0680743,243.2318802,182.6424178,80.23436593,9.984131033,71.87085417,384.9507546,69.39802332,79.11785468,91.27194631,105.7991415,141.6732905,288.0105724,69.40209991,219.2292707,88.76759054,195.9896418,154.1438806,183.4843051,218.9546127,91.75317646,130.8013765,193.1112688,97.95496015,220.4077964
GALACT-GLUCUROCAT-PWY,1445.91343,1368.58101,1244.933518,12847.70828,1395.683251,618.7092915,892.0682577,1436.810728,2094.715081,3483.012271,3367.119278,413.3234456,9956.924499,1812.579864,9233.156584,4184.676163,3243.849658,16902.76789,2704.273111,4861.581038,2531.012762,3009.886367,607.8311937,5892.606771,13492.14989,5478.106117,1426.810476,1688.606725,1166.209508,10706.05638,2182.909465,5512.859831,12148.89595,1705.345502,10313.47589,3295.20072,9586.515656,2061.593891,4362.873933,2619.162201,17927.81923,1728.130409,7248.191041,1658.896907,15365.69929,1634.11627,4254.666868,9538.92235,2319.244889,2706.882103,1964.52951,14596.25425,1928.967013,9830.141292,1294.065559,3080.069932,2339.478581,2549.557695,535.7236498
GALACTARDEG-PWY,461.0866078,1388.551725,1295.784654,2248.486225,832.2574017,191.7191052,912.1094675,1279.067033,1847.266468,570.5503243,432.0003062,79.53666322,920.9987301,117.2021971,1118.424052,1278.095369,501.3774427,2071.469106,187.4372362,1647.489462,1679.415584,366.9530525,140.6008116,2479.609945,1320.905222,839.5646965,1068.78606,1147.850255,1614.069052,1222.793517,104.256281,1081.057642,1301.578124,237.1615753,958.4937139,434.106956,977.3606787,115.8136596,769.0268608,128.7526526,1708.387235,574.9286613,1645.83779,569.2309217,2583.749219,2083.012383,658.6517471,674.8448096,1051.006427,248.2672656,95.85643057,1223.386158,1116.738653,926.1671377,1623.375845,192.1989012,977.7239752,111.6924394,201.3122715
GALACTUROCAT-PWY,5773.747242,8452.313396,7357.718895,22065.33189,11026.11443,1708.778373,5613.558489,8623.8383,9835.779246,8903.635057,7435.289359,475.440217,18207.18452,7477.86077,17352.84113,11932.50339,6904.577919,28711.09222,10790.19105,12368.95651,9917.771594,12081.24493,4942.959789,25239.46201,23901.08995,11240.1278,12248.79606,10327.04447,9443.347009,19068.66646,8147.558612,17636.63523,22124.03267,7278.777992,18315.51214,16653.33327,17036.92661,7355.127727,12725.18051,11304.56455,30682.69828,10814.1115,18678.36164,9295.180058,30875.78321,9384.779486,8504.83872,16940.301,14885.01222,10537.11061,8227.922512,25933.33322,13287.76981,17049.53292,10747.01232,14138.4423,4383.921077,10327.92862,993.9029636
GALLATE-DEGRADATION-I-PWY,227.9386644,1360.418001,1158.678223,18328.72195,1004.640916,228.8943617,964.8872958,1405.575459,2357.337982,428.7031368,5573.047975,56.17955832,18643.09095,195.0545214,13053.10201,7939.393177,733.8622063,20638.63463,233.3515136,1502.449865,1939.53678,845.2568328,41.61682303,13829.53735,14102.25423,1975.845501,1424.716638,1323.307159,1832.660679,14096.68893,210.7580897,761.0726119,11528.96909,61.86419025,13662.28171,936.7430524,12840.04703,135.7314605,9614.614638,247.9059953,23016.89638,847.3301738,10189.47914,783.3799712,17704.75462,1841.331849,4823.336987,12194.91098,1569.914982,249.5594174,175.1371373,14655.30338,1307.705458,14102.55936,1792.631284,316.3541051,1230.319901,158.7055925,194.6557421
GALLATE-DEGRADATION-II-PWY,44.29683595,1188.969017,1017.296701,4041.042714,1004.640916,65.08110319,946.7601126,1367.826111,1694.703381,197.5515219,2893.632785,56.17955832,3848.062765,181.9392645,3695.831569,4881.629708,669.1514405,5472.22192,219.241367,743.68684,1342.643694,845.2568328,5.632612313,6827.862519,3681.427564,609.0159381,1424.716638,1293.72403,1832.660679,3165.550692,210.7580897,446.091955,2801.441033,36.85717738,3270.22956,936.7430524,2985.96548,135.7314605,5174.116823,247.9059953,6440.476575,847.3301738,6319.499624,783.3799712,7061.845756,1407.860144,1304.403727,3651.269829,1569.914982,249.5594174,168.9569702,4456.430782,1307.705458,3819.999349,1792.631284,316.3541051,931.3716462,154.3426955,184.6271744
GLCMANNANAUT-PWY,3065.211223,381.4941849,528.7697893,1621.989556,1096.573375,1053.451836,212.5653476,329.5284212,758.6207238,1688.130152,712.6975106,183.1177791,1248.482667,286.541148,1202.786674,1289.238255,931.57564,2907.125506,810.4111233,815.0636482,411.6853409,456.555658,3595.634883,2837.588706,1706.898668,957.271487,583.4735905,890.244324,520.8545799,1304.613449,296.1386204,2570.612575,1859.995045,3062.358607,1746.957351,1104.455335,1469.022342,578.067938,1276.692733,395.2330515,2950.91343,860.8546912,2771.660481,614.9542774,2773.447246,731.5655892,822.9535113,1944.202299,691.3135242,408.1771677,1163.998221,2677.476288,552.8149356,1318.520442,655.2993136,419.0560548,343.5640381,1437.055827,30236.70382
GLUCARDEG-PWY,499.542776,988.850626,912.3201625,2221.688738,497.9397185,196.393683,602.7016753,825.4083452,1662.234888,430.6678927,427.124813,96.51097407,916.325407,71.86130238,1108.006807,1244.441631,478.7358921,2052.466674,110.7325119,1459.907381,1497.673669,202.4986992,168.7026001,2399.600597,1309.072197,798.2018782,641.6160371,804.1523293,1041.648326,1215.281727,75.06745579,798.5465895,1286.895056,150.3211688,953.0911675,177.247126,971.0311798,58.23723316,758.6014507,90.73663887,1695.576956,342.9027103,1600.417848,371.8359318,2544.69967,1504.254428,651.7820882,670.567126,653.509551,173.5684683,67.08352446,1213.062247,737.453493,920.8016163,1048.772647,126.6564298,1016.759424,56.90273688,210.5219412
GLUCARGALACTSUPER-PWY,461.0866078,1388.551725,1295.784654,2248.486225,832.2574017,191.7191052,912.1094675,1279.067033,1847.266468,570.5503243,432.0003062,79.53666322,920.9987301,117.2021971,1118.424052,1278.095369,501.3774427,2071.469106,187.4372362,1647.489462,1679.415584,366.9530525,140.6008116,2479.609945,1320.905222,839.5646965,1068.78606,1147.850255,1614.069052,1222.793517,104.256281,1081.057642,1301.578124,237.1615753,958.4937139,434.106956,977.3606787,115.8136596,769.0268608,128.7526526,1708.387235,574.9286613,1645.83779,569.2309217,2583.749219,2083.012383,658.6517471,674.8448096,1051.006427,248.2672656,95.85643057,1223.386158,1116.738653,926.1671377,1623.375845,192.1989012,977.7239752,111.6924394,201.3122715
GLUCONEO-PWY,12931.29568,76577.93894,52574.61785,106463.3902,85927.00274,4188.177645,50695.52874,83054.21515,80767.67977,74051.21004,48863.62882,1724.71087,99231.81804,91937.38987,85428.72807,77234.2434,29017.89306,146188.901,114429.4195,101903.0876,107223.0945,94171.00855,15488.53095,136496.6774,95961.17462,99869.15104,115138.055,85605.07477,76988.82043,81203.07071,96045.56151,121779.0123,90300.33499,28341.62048,85343.14303,122972.0601,78067.28579,71040.28875,81742.63907,116798.1614,145969.7047,103448.9688,130725.4929,85308.35117,145797.5115,63781.20636,35901.39698,88438.74501,125178.7157,114642.1222,82547.9444,114182.9306,102205.0909,81693.26662,92015.86584,125848.4069,9855.494332,96431.63434,37241.99435
GLUCOSE1PMETAB-PWY,3297.306421,10618.50255,6877.561432,36668.59667,7415.085362,1186.479126,6661.230526,11080.2599,11576.84885,14340.27363,12457.64951,806.1883031,35249.15059,9738.87389,26701.36077,17767.90234,3921.992526,48670.73113,15822.93539,14896.1153,14328.58862,8725.172217,1867.489184,38120.99602,27731.11975,16211.28378,13972.47061,9825.741672,10692.09825,24821.63781,9625.740266,20171.56232,24910.06068,5182.658904,26053.65627,11511.23762,25181.65922,9625.827765,21957.64605,12640.93078,47794.33817,10337.12823,32773.64257,8824.917706,37722.58996,9046.192011,9744.067709,27989.76481,13352.18333,12406.48979,9981.734183,32417.46985,10293.67715,28189.81499,11880.40268,14515.64878,3746.786984,14654.09098,30280.35217
GLUCUROCAT-PWY,3268.927036,2845.381987,2713.840039,19434.51874,2916.831154,505.5806883,1938.630427,2797.929244,4530.507708,3460.331594,6235.924388,497.8206605,16993.64456,1566.70269,15106.15148,9530.641382,3139.742367,24429.22641,2215.720698,5276.567921,3884.060878,3075.023449,665.8206831,18446.1971,19066.30584,5381.402204,2888.030084,2918.645791,3456.05015,16601.5547,1964.937415,5241.327292,16754.74511,1478.296835,16008.83698,3962.329093,14919.79704,1718.582368,10659.76564,2235.544701,26701.02872,2362.332651,13103.06783,2208.785031,23953.2115,3870.300534,6599.121839,14450.77494,3402.801389,2374.747476,1685.982604,20095.83316,3418.4016,15231.42123,3389.177595,2557.605113,5039.313686,2114.368641,1338.005506
GLUTORN-PWY,12660.47012,78760.09645,51961.76357,106554.2021,87296.15199,3390.048372,51348.01623,84163.42232,79833.9966,67203.7944,50748.19906,1743.844305,99256.6698,88462.67731,84864.58745,76223.99843,25563.49903,147775.9927,105366.5923,92863.28854,108868.8601,90772.33465,17847.62795,154090.9552,90808.35312,90184.49189,120528.2918,85509.14551,77115.60288,74480.8442,91507.82801,109994.7875,86415.36259,20652.65814,80170.4523,116375.6274,76326.41673,64543.15603,82840.50089,112096.2508,144540.2226,104637.4925,137935.3857,86151.48097,144240.8256,64513.06211,33252.23029,93789.78332,127176.8535,109082.9722,79357.39918,114681.1492,101439.3713,82777.85811,92899.22472,114241.4617,10003.69006,85408.24161,36411.96283
GLYCOCAT-PWY,6369.230212,20138.91511,14721.799,37896.49141,30758.54839,3323.359584,13028.16581,19798.26549,20502.11937,20797.91207,12271.91308,1047.688104,31528.79137,20338.16341,27614.87352,19135.08437,9755.723861,50661.88695,21098.80768,23998.45129,25744.4171,27652.0422,8688.496553,42317.73362,29414.3555,18363.94925,28794.09924,21666.51903,17657.32176,26530.80928,22773.21654,30777.16719,27026.45167,20161.07826,26933.45921,33775.74165,25411.85918,14366.86745,23022.21228,25486.80835,48645.39515,26946.01261,33910.19348,23166.32437,40166.05505,18613.13533,11789.04318,26426.68752,35336.58463,26169.74782,20966.13298,34293.28601,27760.74662,27273.83748,21971.87169,28491.30149,3196.57893,20601.28852,29919.75746
GLYCOGENSYNTH-PWY,11049.29121,27379.41394,20543.53895,42480.47281,32310.33599,3193.643047,18280.29989,28124.79389,28190.0903,27661.06362,14878.34047,1119.928331,35378.37767,26217.99267,30203.64128,25283.76017,13010.45993,57894.73745,30541.73409,32225.2847,34566.56426,34004.65136,20767.67985,65289.36202,34394.19852,25004.22411,41129.37566,30692.94926,27231.33197,29231.10733,27591.09059,43299.37889,33998.84814,22184.37606,30053.29405,46621.06306,27298.0007,19665.84007,27560.0274,36011.31303,51990.16349,37572.11783,45138.87869,30210.76027,52027.18957,24663.91389,15530.9752,28859.11341,45249.13227,33816.58831,27667.27751,41007.8316,39650.77568,29406.94867,32771.23313,41554.29836,3605.412022,29793.71839,30258.88016
GLYCOL-GLYOXDEG-PWY,63.56852753,0,0,31.2800985,1.977945046,0,0,0,19.82997971,71.98843214,0,0,7.960655079,1.917812492,38.68144777,0,139.8844823,43.30950195,7.438390807,0,1.981909736,0,22.20134185,0,0,5.846883512,0,0,0,26.05238502,1.968896001,50.20027035,3.985585515,132.7951444,29.24729794,0,3.987622502,0,0,5.58126811,23.77608798,0,13.90935788,3.909677142,6.480427141,0,27.65974623,1.996500727,0,3.914831131,29.70700886,0,0,7.366516957,0,5.637401383,0,35.73751179,153.6134979
GLYCOLYSIS,11993.62745,69558.08163,46547.52405,97831.82421,81635.00481,3959.061902,45090.384,73979.41964,70145.77831,68661.90286,43045.51044,1940.92415,88297.36959,86552.16196,77282.67467,66545.15741,25748.00355,134950.8068,111054.3209,89962.30839,96651.71643,82270.31683,16226.44869,132123.9631,85030.45499,97756.83709,105459.6501,75728.30974,66970.73988,71703.33433,89616.66685,111736.6537,81283.18254,26454.02178,75184.66595,108267.9269,70511.51548,69302.43414,72226.45205,108158.7155,133519.8904,93802.1573,116017.7804,77349.04597,130897.09,57145.09087,32073.00067,81425.4108,113416.6014,111114.8445,76674.16228,104378.3754,90661.93268,74534.97981,81564.4439,115185.6665,8718.682991,86404.5913,39845.17133
GLYCOLYSIS-E-D,10434.14374,45272.93774,30833.09497,82631.69968,59877.43921,3280.441808,29206.94336,47676.51698,47327.04697,48038.70468,32788.10932,1345.962286,74773.8698,59591.16687,64077.94336,51151.45794,18964.38108,111785.8971,72799.8898,64833.26913,64765.1645,59838.27805,7422.385212,105412.7307,70803.23767,64113.74685,66533.80517,48457.24121,41609.02797,60887.97822,61073.6472,78261.21397,64713.79725,16599.77569,63044.43158,78371.06506,58902.73557,44597.35948,59027.69516,75276.14242,112634.7941,63288.95697,84110.50953,52359.53902,102303.3526,38633.66999,26541.4628,65316.8176,73695.77461,74347.07175,53676.89341,83602.92702,60732.64617,63277.37973,51560.2442,79882.44537,8715.337784,62389.19241,38391.67933
GLYCOLYSIS-TCA-GLYOX-BYPASS,9025.871484,55922.8428,36764.73365,96696.66927,60351.58311,2949.206834,35911.26265,59761.48281,57810.47373,56800.1885,40597.32826,1430.11031,90609.76172,75998.92157,76539.3639,61180.62388,23440.6116,131671.6198,92396.37001,78272.54036,81821.62793,72164.53409,6400.976131,126655.4956,82023.90545,82028.53076,84143.12992,60512.60112,52592.97085,69275.24451,77950.36036,93437.0197,76468.40879,11061.29357,73426.42142,94064.55524,69244.37696,55854.63571,69916.05017,95209.94447,130625.0647,77635.08389,106055.7522,64585.86603,122047.5361,46192.66614,30577.87698,80799.16247,90516.91816,94377.86575,66407.40039,100349.7714,71916.43432,74278.56101,64398.21722,96114.27128,8107.939224,67946.6545,22979.41456
GLYOXYLATE-BYPASS,8331.881593,50032.19368,32940.97857,81613.22369,48793.28704,1963.964968,32941.14665,55261.61556,53713.61194,44553.38571,41466.63311,1102.886017,80167.99006,58260.47121,67112.64199,61354.12678,18776.51486,111431.7502,72801.53769,62315.63472,72135.18513,55777.88181,4446.326081,121235.1726,70631.78411,66666.55295,78148.91093,55719.2986,53816.4679,59063.00714,59369.14933,72040.04551,67978.868,6777.372099,63623.04056,72598.19974,60390.03139,44404.4642,65905.33971,72282.21188,112016.523,64593.86541,110757.7637,54248.26199,113805.7151,41875.0577,26079.12208,74518.52453,79325.10693,71379.78966,49580.25854,90655.52959,62105.91862,64994.70546,62972.61895,73162.82215,8190.831977,54856.45026,36320.66618
GOLPDLCAT-PWY,0,0,1.983057245,65.43685806,0,4.917193215,0,0,19.34441452,120.1765462,0,0,7.960320109,0,21.77362315,0,0,57.14376426,0,20.44737818,0,0,0,0,4.985032354,0.997524372,0,2.962823585,0,20.7621712,0,42.17149941,5.974723229,65.28356687,20.70190035,0,13.81955496,0,0,0,23.78517352,0,6.476838084,0,4.987850993,0,46.06848304,3.985865906,0,6.799456611,0,5.323471197,5.909885116,109.865177,1.987036194,1.986835778,0,3.958970448,0
HCAMHPDEG-PWY,134.9374304,18.78858407,20.72767051,227.1323954,61.80148618,0,10.57666907,5.248185866,27.65654116,13.60579661,14.85024112,4.950504851,49.11809643,6.919980679,40.93202468,34.7142766,69.88406196,145.83022,7.996403363,25.63229252,28.40137643,7.408131467,136.7611909,140.9486507,78.46112221,0,23.15290176,25.42886024,22.27478193,97.16407435,9.327971456,1.48574844,98.81508847,23.20984667,30.71964078,17.1273293,40.8866037,11.98654991,43.06349885,7.632928372,115.8146295,14.26218812,52.52251458,24.31457624,153.4356194,27.97710911,76.46860146,36.47520174,32.76084741,18.60029686,5.99639764,59.32328821,33.65733771,288.8675602,16.66108497,33.26129028,298.5315418,2.499716632,0
HEME-BIOSYNTHESIS-II,8148.666166,68028.95684,44343.72991,97651.96182,64024.31629,2531.777228,44685.2713,74917.16026,71466.63944,72421.17192,48096.73631,1493.284183,93571.22988,91228.24251,81708.32696,71877.62442,25726.84725,136415.5764,117943.4909,93606.03001,98435.57444,84540.58958,15060.43392,129262.9718,88486.9744,104070.7466,102981.7413,76400.81051,69536.75079,73169.27046,95790.4235,114773.0987,84302.71816,15416.84778,78256.3323,110182.9709,73439.09909,71820.58945,76919.27294,112846.6827,137930.147,89576.53191,129378.6841,75569.69418,136847.5145,54912.60936,32029.77319,88670.93808,109321.5819,112732.8395,78508.94514,109913.564,84812.97007,78518.69618,81177.55655,116702.3117,9186.322052,88798.09548,32787.99041
HEMESYN2-PWY,13098.10957,78000.73975,51912.6403,114239.3684,83990.07934,3741.64717,51352.49837,85230.55063,81911.80528,87872.21669,53298.80432,1986.435976,107031.4115,107061.1472,93205.58324,81727.8617,31623.16667,158060.293,139443.0364,110559.3891,112924.4783,99759.09428,20644.04762,154764.2552,102076.0012,121876.4897,117014.9786,87142.22523,77339.69607,84995.58147,111494.279,139419.265,96982.5402,22752.73603,90464.66443,132106.3731,84572.18559,85715.85267,88397.53407,133355.8564,158660.5684,106469.0154,143095.4112,89175.66108,157129.4538,64133.84778,37547.64257,99723.45962,127039.1083,133499.8317,95159.99658,125261.6204,101739.7222,89850.02544,91886.01673,139582.1359,10120.3238,109053.2781,39613.28256
